Date,County,State,Cases,Deaths
14/03/2020,Herkimer,New York,1,0
14/03/2020,Monroe,New York,2,0
14/03/2020,Nassau,New York,79,0
14/03/2020,New York City,New York,269,1
14/03/2020,Orange,New York,6,0
14/03/2020,Rockland,New York,12,1
14/03/2020,Saratoga,New York,3,0
14/03/2020,Schenectady,New York,1,0
14/03/2020,Suffolk,New York,41,0
14/03/2020,Tioga,New York,1,0
14/03/2020,Tompkins,New York,1,0
14/03/2020,Ulster,New York,5,0
14/03/2020,Westchester,New York,178,0
14/03/2020,Brunswick,North Carolina,1,0
14/03/2020,Cabarrus,North Carolina,1,0
14/03/2020,Chatham,North Carolina,1,0
14/03/2020,Craven,North Carolina,1,0
14/03/2020,Forsyth,North Carolina,2,0
14/03/2020,Harnett,North Carolina,2,0
14/03/2020,Johnston,North Carolina,2,0
14/03/2020,Mecklenburg,North Carolina,2,0
14/03/2020,Onslow,North Carolina,1,0
14/03/2020,Wake,North Carolina,11,0
14/03/2020,Wayne,North Carolina,1,0
14/03/2020,Ward,North Dakota,1,0
14/03/2020,Belmont,Ohio,2,0
14/03/2020,Butler,Ohio,4,0
14/03/2020,Cuyahoga,Ohio,11,0
14/03/2020,Franklin,Ohio,1,0
14/03/2020,Lorain,Ohio,1,0
14/03/2020,Stark,Ohio,2,0
14/03/2020,Summit,Ohio,2,0
14/03/2020,Trumbull,Ohio,2,0
14/03/2020,Tuscarawas,Ohio,1,0
14/03/2020,Jackson,Oklahoma,1,0
14/03/2020,Oklahoma,Oklahoma,1,0
14/03/2020,Tulsa,Oklahoma,2,0
14/03/2020,Clackamas,Oregon,1,0
14/03/2020,Deschutes,Oregon,3,0
14/03/2020,Douglas,Oregon,1,0
14/03/2020,Jackson,Oregon,2,0
14/03/2020,Klamath,Oregon,1,0
14/03/2020,Linn,Oregon,9,0
14/03/2020,Marion,Oregon,2,0
14/03/2020,Multnomah,Oregon,1,1
14/03/2020,Polk,Oregon,1,0
14/03/2020,Umatilla,Oregon,2,0
14/03/2020,Washington,Oregon,13,0
14/03/2020,Allegheny,Pennsylvania,1,0
14/03/2020,Bucks,Pennsylvania,4,0
14/03/2020,Chester,Pennsylvania,2,0
14/03/2020,Cumberland,Pennsylvania,3,0
14/03/2020,Delaware,Pennsylvania,6,0
14/03/2020,Monroe,Pennsylvania,3,0
14/03/2020,Montgomery,Pennsylvania,20,0
14/03/2020,Northampton,Pennsylvania,1,0
14/03/2020,Philadelphia,Pennsylvania,4,0
14/03/2020,Pike,Pennsylvania,1,0
14/03/2020,Washington,Pennsylvania,1,0
14/03/2020,Wayne,Pennsylvania,1,0
14/03/2020,Unknown,Puerto Rico,4,0
14/03/2020,Unknown,Rhode Island,20,0
14/03/2020,Beaufort,South Carolina,3,0
14/03/2020,Charleston,South Carolina,1,0
14/03/2020,Kershaw,South Carolina,11,0
14/03/2020,Lancaster,South Carolina,2,0
14/03/2020,Lexington,South Carolina,1,0
14/03/2020,Spartanburg,South Carolina,1,0
14/03/2020,Beadle,South Dakota,1,0
14/03/2020,Bon Homme,South Dakota,1,0
14/03/2020,Charles Mix,South Dakota,1,0
14/03/2020,Davison,South Dakota,2,1
14/03/2020,McCook,South Dakota,1,0
14/03/2020,Minnehaha,South Dakota,3,0
14/03/2020,Campbell,Tennessee,1,0
14/03/2020,Davidson,Tennessee,14,0
14/03/2020,Hamilton,Tennessee,1,0
14/03/2020,Jefferson,Tennessee,1,0
14/03/2020,Knox,Tennessee,1,0
14/03/2020,Rutherford,Tennessee,1,0
14/03/2020,Shelby,Tennessee,2,0
14/03/2020,Sullivan,Tennessee,1,0
14/03/2020,Williamson,Tennessee,10,0
14/03/2020,Bell,Texas,1,0
14/03/2020,Bexar,Texas,12,0
14/03/2020,Brazoria,Texas,2,0
14/03/2020,Collin,Texas,7,0
14/03/2020,Dallas,Texas,11,0
14/03/2020,El Paso,Texas,1,0
14/03/2020,Fort Bend,Texas,9,0
14/03/2020,Galveston,Texas,1,0
14/03/2020,Gregg,Texas,1,0
14/03/2020,Harris,Texas,11,0
14/03/2020,Hays,Texas,1,0
14/03/2020,Montgomery,Texas,1,0
14/03/2020,Smith,Texas,3,0
14/03/2020,Tarrant,Texas,4,0
14/03/2020,Travis,Texas,4,0
