Date,County,State,Cases,Deaths
12/3/2020,Essex,New Jersey,1,0
12/3/2020,Hudson,New Jersey,1,0
12/3/2020,Middlesex,New Jersey,2,0
12/3/2020,Monmouth,New Jersey,5,0
12/3/2020,Morris,New Jersey,1,0
12/3/2020,Passaic,New Jersey,1,0
12/3/2020,Union,New Jersey,1,0
12/3/2020,Unknown,New Jersey,1,0
12/3/2020,Bernalillo,New Mexico,2,0
12/3/2020,Santa Fe,New Mexico,2,0
12/3/2020,Socorro,New Mexico,2,0
12/3/2020,Albany,New York,2,0
12/3/2020,Delaware,New York,1,0
12/3/2020,Dutchess,New York,1,0
12/3/2020,Herkimer,New York,1,0
12/3/2020,Monroe,New York,1,0
12/3/2020,Nassau,New York,41,0
12/3/2020,New York City,New York,96,0
12/3/2020,Orange,New York,1,0
12/3/2020,Rockland,New York,7,0
12/3/2020,Saratoga,New York,3,0
12/3/2020,Suffolk,New York,21,0
12/3/2020,Ulster,New York,4,0
12/3/2020,Westchester,New York,147,0
12/3/2020,Cabarrus,North Carolina,1,0
12/3/2020,Chatham,North Carolina,1,0
12/3/2020,Forsyth,North Carolina,2,0
12/3/2020,Johnston,North Carolina,1,0
12/3/2020,Mecklenburg,North Carolina,2,0
12/3/2020,Onslow,North Carolina,1,0
12/3/2020,Wake,North Carolina,8,0
12/3/2020,Ward,North Dakota,1,0
12/3/2020,Cuyahoga,Ohio,3,0
12/3/2020,Stark,Ohio,1,0
12/3/2020,Trumbull,Ohio,1,0
12/3/2020,Tulsa,Oklahoma,2,0
12/3/2020,Clackamas,Oregon,1,0
12/3/2020,Deschutes,Oregon,1,0
12/3/2020,Douglas,Oregon,1,0
12/3/2020,Jackson,Oregon,2,0
12/3/2020,Klamath,Oregon,1,0
12/3/2020,Linn,Oregon,8,0
12/3/2020,Marion,Oregon,2,0
12/3/2020,Multnomah,Oregon,1,0
12/3/2020,Polk,Oregon,1,0
12/3/2020,Umatilla,Oregon,2,0
12/3/2020,Washington,Oregon,10,0
12/3/2020,Bucks,Pennsylvania,2,0
12/3/2020,Delaware,Pennsylvania,1,0
12/3/2020,Monroe,Pennsylvania,2,0
12/3/2020,Montgomery,Pennsylvania,13,0
12/3/2020,Northampton,Pennsylvania,1,0
12/3/2020,Philadelphia,Pennsylvania,1,0
12/3/2020,Pike,Pennsylvania,1,0
12/3/2020,Wayne,Pennsylvania,1,0
12/3/2020,Unknown,Rhode Island,5,0
12/3/2020,Charleston,South Carolina,1,0
12/3/2020,Kershaw,South Carolina,8,0
12/3/2020,Lancaster,South Carolina,2,0
12/3/2020,Spartanburg,South Carolina,1,0
12/3/2020,Beadle,South Dakota,1,0
12/3/2020,Bon Homme,South Dakota,1,0
12/3/2020,Charles Mix,South Dakota,1,0
12/3/2020,Davison,South Dakota,2,1
12/3/2020,Minnehaha,South Dakota,3,0
12/3/2020,Davidson,Tennessee,6,0
12/3/2020,Knox,Tennessee,1,0
12/3/2020,Shelby,Tennessee,2,0
12/3/2020,Sullivan,Tennessee,1,0
12/3/2020,Williamson,Tennessee,8,0
12/3/2020,Bexar,Texas,11,0
12/3/2020,Collin,Texas,4,0
12/3/2020,Dallas,Texas,8,0
12/3/2020,Fort Bend,Texas,6,0
12/3/2020,Gregg,Texas,1,0
12/3/2020,Harris,Texas,9,0
12/3/2020,Montgomery,Texas,1,0
12/3/2020,Tarrant,Texas,1,0
12/3/2020,Davis,Utah,1,0
12/3/2020,Salt Lake,Utah,4,0
12/3/2020,Washington,Utah,1,0
12/3/2020,Weber,Utah,1,0
12/3/2020,Bennington,Vermont,1,0
12/3/2020,Chittenden,Vermont,1,0
12/3/2020,Alexandria city,Virginia,1,0
12/3/2020,Arlington,Virginia,2,0
12/3/2020,Fairfax,Virginia,4,0
12/3/2020,Hanover,Virginia,1,0
12/3/2020,James City,Virginia,3,0
12/3/2020,Loudoun,Virginia,2,0
12/3/2020,Prince Edward,Virginia,1,0
12/3/2020,Prince William,Virginia,1,0
12/3/2020,Virginia Beach city,Virginia,2,0
12/3/2020,Chelan,Washington,1,1
12/3/2020,Clark,Washington,1,0
12/3/2020,Columbia,Washington,1,0
12/3/2020,Grays Harbor,Washington,1,0
12/3/2020,Island,Washington,3,0
12/3/2020,Jefferson,Washington,1,0
12/3/2020,King,Washington,271,28
12/3/2020,Kitsap,Washington,2,0
12/3/2020,Kittitas,Washington,3,0
12/3/2020,Pierce,Washington,17,0
12/3/2020,Skagit,Washington,2,0
12/3/2020,Snohomish,Washington,107,3
12/3/2020,Spokane,Washington,4,0
12/3/2020,Thurston,Washington,1,0
12/3/2020,Walla Walla,Washington,1,0
12/3/2020,Whatcom,Washington,1,0
12/3/2020,Yakima,Washington,2,0
12/3/2020,Dane,Wisconsin,4,0
12/3/2020,Fond du Lac,Wisconsin,2,0
12/3/2020,Pierce,Wisconsin,1,0
12/3/2020,Waukesha,Wisconsin,1,0
12/3/2020,Sheridan,Wyoming,1,0
13/03/2020,Elmore,Alabama,1,0
13/03/2020,Jefferson,Alabama,2,0
13/03/2020,Limestone,Alabama,1,0
13/03/2020,Montgomery,Alabama,1,0
13/03/2020,Tuscaloosa,Alabama,1,0
13/03/2020,Anchorage,Alaska,1,0
13/03/2020,Maricopa,Arizona,3,0
13/03/2020,Pima,Arizona,1,0
13/03/2020,Pinal,Arizona,5,0
13/03/2020,Jefferson,Arkansas,1,0
13/03/2020,Pulaski,Arkansas,6,0
13/03/2020,Alameda,California,29,0
13/03/2020,Contra Costa,California,25,0
13/03/2020,Fresno,California,1,0
13/03/2020,Humboldt,California,1,0
13/03/2020,Los Angeles,California,40,1
13/03/2020,Madera,California,1,0
13/03/2020,Marin,California,4,0
13/03/2020,Napa,California,1,0
13/03/2020,Orange,California,13,0
13/03/2020,Placer,California,7,1
13/03/2020,Riverside,California,10,0
13/03/2020,Sacramento,California,16,1
13/03/2020,San Benito,California,1,0
13/03/2020,San Diego,California,9,0
13/03/2020,San Francisco,California,26,0
13/03/2020,San Joaquin,California,8,0
13/03/2020,San Mateo,California,20,0
13/03/2020,Santa Clara,California,79,2
13/03/2020,Santa Cruz,California,2,0
13/03/2020,Shasta,California,1,0
13/03/2020,Solano,California,12,0
13/03/2020,Sonoma,California,3,0
13/03/2020,Stanislaus,California,2,0
13/03/2020,Tulare,California,2,0
13/03/2020,Ventura,California,5,0
13/03/2020,Yolo,California,2,0
13/03/2020,Adams,Colorado,3,0
13/03/2020,Arapahoe,Colorado,7,0
13/03/2020,Clear Creek,Colorado,1,0
13/03/2020,Denver,Colorado,17,0
13/03/2020,Douglas,Colorado,4,0
13/03/2020,Eagle,Colorado,16,0
13/03/2020,El Paso,Colorado,2,2
13/03/2020,Gunnison,Colorado,5,0
13/03/2020,Jefferson,Colorado,7,0
13/03/2020,Larimer,Colorado,1,0
13/03/2020,Pitkin,Colorado,10,0
13/03/2020,Pueblo,Colorado,1,0
13/03/2020,Routt,Colorado,1,0
13/03/2020,Summit,Colorado,2,0
13/03/2020,Weld,Colorado,1,0
13/03/2020,Fairfield,Connecticut,8,0
13/03/2020,Litchfield,Connecticut,3,0
13/03/2020,New Castle,Delaware,4,0
13/03/2020,District of Columbia,District of Columbia,10,0
13/03/2020,Alachua,Florida,3,0
13/03/2020,Broward,Florida,21,0
13/03/2020,Charlotte,Florida,1,0
13/03/2020,Clay,Florida,1,0
13/03/2020,Collier,Florida,3,0
13/03/2020,Duval,Florida,1,0
13/03/2020,Hillsborough,Florida,3,0
13/03/2020,Lee,Florida,4,1
13/03/2020,Manatee,Florida,4,0
13/03/2020,Miami-Dade,Florida,8,0
13/03/2020,Nassau,Florida,1,0
13/03/2020,Okaloosa,Florida,1,0
13/03/2020,Orange,Florida,1,0
13/03/2020,Osceola,Florida,1,0
13/03/2020,Palm Beach,Florida,5,0
13/03/2020,Pasco,Florida,1,0
13/03/2020,Pinellas,Florida,2,0
13/03/2020,Santa Rosa,Florida,1,1
13/03/2020,Sarasota,Florida,2,0
13/03/2020,Seminole,Florida,1,0
13/03/2020,St. Johns,Florida,1,0
13/03/2020,Volusia,Florida,4,0
13/03/2020,Bartow,Georgia,7,0
13/03/2020,Charlton,Georgia,1,0
13/03/2020,Cherokee,Georgia,4,0
13/03/2020,Cobb,Georgia,8,1
13/03/2020,DeKalb,Georgia,4,0
13/03/2020,Fayette,Georgia,1,0
13/03/2020,Floyd,Georgia,2,0
13/03/2020,Fulton,Georgia,6,0
13/03/2020,Gordon,Georgia,2,0
13/03/2020,Gwinnett,Georgia,2,0
13/03/2020,Henry,Georgia,1,0
13/03/2020,Lee,Georgia,1,0
13/03/2020,Lowndes,Georgia,1,0
13/03/2020,Polk,Georgia,1,0
13/03/2020,Honolulu,Hawaii,2,0
13/03/2020,Ada,Idaho,1,0
13/03/2020,Cook,Illinois,40,0
13/03/2020,Kane,Illinois,2,0
13/03/2020,Lake,Illinois,2,0
13/03/2020,McHenry,Illinois,2,0
13/03/2020,Adams,Indiana,1,0
13/03/2020,Boone,Indiana,1,0
13/03/2020,Hendricks,Indiana,2,0
13/03/2020,Howard,Indiana,1,0
13/03/2020,Johnson,Indiana,3,0
13/03/2020,Marion,Indiana,2,0
13/03/2020,Noble,Indiana,1,0
13/03/2020,St. Joseph,Indiana,1,0
13/03/2020,Carroll,Iowa,1,0
13/03/2020,Harrison,Iowa,1,0
13/03/2020,Johnson,Iowa,14,0
13/03/2020,Pottawattamie,Iowa,1,0
13/03/2020,Butler,Kansas,1,0
13/03/2020,Johnson,Kansas,4,0
13/03/2020,Wyandotte,Kansas,1,1
13/03/2020,Fayette,Kentucky,4,0
13/03/2020,Harrison,Kentucky,4,0
13/03/2020,Jefferson,Kentucky,2,0
13/03/2020,Montgomery,Kentucky,1,0
13/03/2020,Caddo,Louisiana,1,0
13/03/2020,Jefferson,Louisiana,3,0
13/03/2020,Orleans,Louisiana,28,0
13/03/2020,St. Charles,Louisiana,1,0
13/03/2020,St. Tammany,Louisiana,2,0
13/03/2020,Terrebonne,Louisiana,1,0
13/03/2020,Androscoggin,Maine,1,0
13/03/2020,Cumberland,Maine,1,0
13/03/2020,Anne Arundel,Maryland,1,0
13/03/2020,Baltimore,Maryland,2,0
13/03/2020,Charles,Maryland,1,0
13/03/2020,Harford,Maryland,1,0
13/03/2020,Montgomery,Maryland,6,0
13/03/2020,Prince George's,Maryland,7,0
13/03/2020,Berkshire,Massachusetts,9,0
13/03/2020,Essex,Massachusetts,2,0
13/03/2020,Middlesex,Massachusetts,60,0
13/03/2020,Norfolk,Massachusetts,24,0
13/03/2020,Suffolk,Massachusetts,26,0
13/03/2020,Worcester,Massachusetts,2,0
13/03/2020,Bay,Michigan,1,0
13/03/2020,Charlevoix,Michigan,1,0
13/03/2020,Ingham,Michigan,1,0
13/03/2020,Kent,Michigan,3,0
13/03/2020,Leelanau,Michigan,1,0
13/03/2020,Macomb,Michigan,1,0
13/03/2020,Montcalm,Michigan,1,0
13/03/2020,Oakland,Michigan,6,0
13/03/2020,St. Clair,Michigan,1,0
13/03/2020,Washtenaw,Michigan,3,0
13/03/2020,Wayne,Michigan,6,0
13/03/2020,Anoka,Minnesota,1,0
13/03/2020,Carver,Minnesota,1,0
13/03/2020,Dakota,Minnesota,2,0
13/03/2020,Hennepin,Minnesota,3,0
13/03/2020,Olmsted,Minnesota,1,0
13/03/2020,Ramsey,Minnesota,3,0
13/03/2020,Stearns,Minnesota,2,0
13/03/2020,Wright,Minnesota,1,0
13/03/2020,Copiah,Mississippi,1,0
13/03/2020,Forrest,Mississippi,3,0
13/03/2020,Leflore,Mississippi,1,0
13/03/2020,Pearl River,Mississippi,1,0
13/03/2020,Greene,Missouri,1,0
13/03/2020,Henry,Missouri,1,0
13/03/2020,St. Louis,Missouri,2,0
13/03/2020,Gallatin,Montana,1,0
13/03/2020,Lewis and Clark,Montana,1,0
13/03/2020,Silver Bow,Montana,1,0
13/03/2020,Yellowstone,Montana,1,0
13/03/2020,Cass,Nebraska,1,0
13/03/2020,Douglas,Nebraska,26,0
13/03/2020,Carson City,Nevada,1,0
13/03/2020,Clark,Nevada,16,0
13/03/2020,Washoe,Nevada,2,0
13/03/2020,Grafton,New Hampshire,3,0
13/03/2020,Rockingham,New Hampshire,4,0
13/03/2020,Bergen,New Jersey,17,1
13/03/2020,Burlington,New Jersey,3,0
13/03/2020,Camden,New Jersey,2,0
13/03/2020,Essex,New Jersey,6,0
13/03/2020,Hudson,New Jersey,3,0
13/03/2020,Middlesex,New Jersey,4,0
13/03/2020,Monmouth,New Jersey,7,0
13/03/2020,Morris,New Jersey,3,0
13/03/2020,Ocean,New Jersey,1,0
13/03/2020,Passaic,New Jersey,2,0
13/03/2020,Union,New Jersey,1,0
13/03/2020,Unknown,New Jersey,1,0
13/03/2020,Bernalillo,New Mexico,5,0
13/03/2020,Santa Fe,New Mexico,3,0
13/03/2020,Socorro,New Mexico,2,0
13/03/2020,Albany,New York,2,0
13/03/2020,Delaware,New York,1,0
13/03/2020,Dutchess,New York,3,0
13/03/2020,Herkimer,New York,1,0
13/03/2020,Monroe,New York,1,0
13/03/2020,Nassau,New York,51,0
13/03/2020,New York City,New York,155,0
13/03/2020,Orange,New York,3,0
13/03/2020,Rockland,New York,9,0
13/03/2020,Saratoga,New York,3,0
13/03/2020,Schenectady,New York,1,0
13/03/2020,Suffolk,New York,29,0
13/03/2020,Ulster,New York,5,0
13/03/2020,Westchester,New York,157,0
13/03/2020,Cabarrus,North Carolina,1,0
13/03/2020,Chatham,North Carolina,1,0
13/03/2020,Forsyth,North Carolina,2,0
13/03/2020,Johnston,North Carolina,1,0
13/03/2020,Mecklenburg,North Carolina,2,0
13/03/2020,Onslow,North Carolina,1,0
13/03/2020,Wake,North Carolina,9,0
13/03/2020,Wayne,North Carolina,1,0
13/03/2020,Ward,North Dakota,1,0
13/03/2020,Cuyahoga,Ohio,11,0
13/03/2020,Stark,Ohio,1,0
13/03/2020,Trumbull,Ohio,1,0
13/03/2020,Oklahoma,Oklahoma,1,0
13/03/2020,Tulsa,Oklahoma,2,0
13/03/2020,Clackamas,Oregon,1,0
13/03/2020,Deschutes,Oregon,1,0
13/03/2020,Douglas,Oregon,1,0
13/03/2020,Jackson,Oregon,2,0
13/03/2020,Klamath,Oregon,1,0
13/03/2020,Linn,Oregon,8,0
13/03/2020,Marion,Oregon,2,0
13/03/2020,Multnomah,Oregon,1,0
13/03/2020,Polk,Oregon,1,0
13/03/2020,Umatilla,Oregon,2,0
13/03/2020,Washington,Oregon,10,0
13/03/2020,Bucks,Pennsylvania,3,0
13/03/2020,Chester,Pennsylvania,1,0
13/03/2020,Cumberland,Pennsylvania,3,0
13/03/2020,Delaware,Pennsylvania,6,0
13/03/2020,Monroe,Pennsylvania,3,0
13/03/2020,Montgomery,Pennsylvania,18,0
13/03/2020,Northampton,Pennsylvania,1,0
13/03/2020,Philadelphia,Pennsylvania,3,0
13/03/2020,Pike,Pennsylvania,1,0
13/03/2020,Washington,Pennsylvania,1,0
13/03/2020,Wayne,Pennsylvania,1,0
13/03/2020,Unknown,Puerto Rico,3,0
13/03/2020,Unknown,Rhode Island,20,0
13/03/2020,Charleston,South Carolina,1,0
13/03/2020,Kershaw,South Carolina,9,0
13/03/2020,Lancaster,South Carolina,2,0
13/03/2020,Spartanburg,South Carolina,1,0
13/03/2020,Beadle,South Dakota,1,0
13/03/2020,Bon Homme,South Dakota,1,0
13/03/2020,Charles Mix,South Dakota,1,0
13/03/2020,Davison,South Dakota,2,1
13/03/2020,McCook,South Dakota,1,0
13/03/2020,Minnehaha,South Dakota,3,0
13/03/2020,Davidson,Tennessee,10,0
13/03/2020,Hamilton,Tennessee,1,0
13/03/2020,Jefferson,Tennessee,1,0
13/03/2020,Knox,Tennessee,1,0
13/03/2020,Rutherford,Tennessee,1,0
13/03/2020,Shelby,Tennessee,2,0
13/03/2020,Sullivan,Tennessee,1,0
13/03/2020,Williamson,Tennessee,9,0
13/03/2020,Bell,Texas,1,0
13/03/2020,Bexar,Texas,11,0
13/03/2020,Collin,Texas,5,0
13/03/2020,Dallas,Texas,9,0
13/03/2020,El Paso,Texas,1,0
13/03/2020,Fort Bend,Texas,9,0
13/03/2020,Galveston,Texas,1,0
13/03/2020,Gregg,Texas,1,0
13/03/2020,Harris,Texas,10,0
13/03/2020,Montgomery,Texas,1,0
13/03/2020,Smith,Texas,3,0
13/03/2020,Tarrant,Texas,2,0
13/03/2020,Travis,Texas,4,0
13/03/2020,Davis,Utah,1,0
13/03/2020,Salt Lake,Utah,4,0
13/03/2020,Washington,Utah,1,0
13/03/2020,Weber,Utah,1,0
13/03/2020,Bennington,Vermont,1,0
13/03/2020,Chittenden,Vermont,1,0
13/03/2020,Alexandria city,Virginia,1,0
13/03/2020,Arlington,Virginia,5,0
13/03/2020,Fairfax,Virginia,6,0
13/03/2020,Hanover,Virginia,1,0
13/03/2020,Harrisonburg city,Virginia,1,0
13/03/2020,James City,Virginia,8,0
13/03/2020,Loudoun,Virginia,3,0
13/03/2020,Prince Edward,Virginia,1,0
13/03/2020,Prince William,Virginia,2,0
13/03/2020,Virginia Beach city,Virginia,2,0
13/03/2020,Chelan,Washington,1,1
13/03/2020,Clark,Washington,3,0
13/03/2020,Columbia,Washington,1,0
13/03/2020,Grant,Washington,1,0
13/03/2020,Grays Harbor,Washington,1,0
13/03/2020,Island,Washington,3,0
13/03/2020,Jefferson,Washington,1,0
13/03/2020,King,Washington,329,33
13/03/2020,Kitsap,Washington,3,0
13/03/2020,Kittitas,Washington,3,0
13/03/2020,Pierce,Washington,19,0
13/03/2020,Skagit,Washington,3,0
13/03/2020,Snohomish,Washington,132,3
13/03/2020,Spokane,Washington,4,0
13/03/2020,Thurston,Washington,3,0
13/03/2020,Walla Walla,Washington,1,0
13/03/2020,Whatcom,Washington,1,0
13/03/2020,Yakima,Washington,2,0
13/03/2020,Dane,Wisconsin,5,0
13/03/2020,Fond du Lac,Wisconsin,6,0
13/03/2020,Milwaukee,Wisconsin,2,0
13/03/2020,Pierce,Wisconsin,1,0
13/03/2020,Racine,Wisconsin,1,0
13/03/2020,Sheboygan,Wisconsin,3,0
13/03/2020,Waukesha,Wisconsin,1,0
13/03/2020,Fremont,Wyoming,1,0
13/03/2020,Sheridan,Wyoming,1,0
14/03/2020,Baldwin,Alabama,1,0
14/03/2020,Elmore,Alabama,1,0
14/03/2020,Jefferson,Alabama,6,0
14/03/2020,Limestone,Alabama,1,0
14/03/2020,Montgomery,Alabama,1,0
14/03/2020,Tuscaloosa,Alabama,2,0
14/03/2020,Anchorage,Alaska,1,0
14/03/2020,Graham,Arizona,1,0
14/03/2020,Maricopa,Arizona,4,0
14/03/2020,Pima,Arizona,2,0
14/03/2020,Pinal,Arizona,5,0
14/03/2020,Jefferson,Arkansas,2,0
14/03/2020,Pulaski,Arkansas,7,0
14/03/2020,Alameda,California,29,0
14/03/2020,Contra Costa,California,25,0
14/03/2020,Fresno,California,2,0
14/03/2020,Humboldt,California,1,0
14/03/2020,Los Angeles,California,53,1
14/03/2020,Madera,California,1,0
14/03/2020,Marin,California,4,0
14/03/2020,Napa,California,1,0
14/03/2020,Orange,California,14,0
14/03/2020,Placer,California,8,1
14/03/2020,Riverside,California,10,0
14/03/2020,Sacramento,California,28,1
14/03/2020,San Benito,California,1,0
14/03/2020,San Diego,California,10,0
14/03/2020,San Francisco,California,31,0
14/03/2020,San Joaquin,California,8,0
14/03/2020,San Luis Obispo,California,1,0
14/03/2020,San Mateo,California,32,0
14/03/2020,Santa Clara,California,91,2
14/03/2020,Santa Cruz,California,2,0
14/03/2020,Shasta,California,1,0
14/03/2020,Solano,California,12,0
14/03/2020,Sonoma,California,4,0
14/03/2020,Stanislaus,California,2,0
14/03/2020,Tulare,California,3,0
14/03/2020,Ventura,California,5,0
14/03/2020,Yolo,California,2,0
14/03/2020,Adams,Colorado,6,0
14/03/2020,Arapahoe,Colorado,10,0
14/03/2020,Boulder,Colorado,1,0
14/03/2020,Clear Creek,Colorado,1,0
14/03/2020,Denver,Colorado,23,0
14/03/2020,Douglas,Colorado,4,0
14/03/2020,Eagle,Colorado,20,0
14/03/2020,El Paso,Colorado,3,2
14/03/2020,Gunnison,Colorado,7,0
14/03/2020,Jefferson,Colorado,9,0
14/03/2020,Larimer,Colorado,1,0
14/03/2020,Mesa,Colorado,1,0
14/03/2020,Pitkin,Colorado,11,0
14/03/2020,Pueblo,Colorado,1,0
14/03/2020,Routt,Colorado,1,0
14/03/2020,Summit,Colorado,2,0
14/03/2020,Weld,Colorado,2,0
14/03/2020,Fairfield,Connecticut,15,0
14/03/2020,Hartford,Connecticut,1,0
14/03/2020,Litchfield,Connecticut,3,0
14/03/2020,New Haven,Connecticut,1,0
14/03/2020,New Castle,Delaware,4,0
14/03/2020,District of Columbia,District of Columbia,16,0
14/03/2020,Alachua,Florida,3,0
14/03/2020,Broward,Florida,21,0
14/03/2020,Charlotte,Florida,1,0
14/03/2020,Clay,Florida,1,0
14/03/2020,Collier,Florida,3,0
14/03/2020,Duval,Florida,1,0
14/03/2020,Hillsborough,Florida,3,0
14/03/2020,Lee,Florida,4,2
14/03/2020,Manatee,Florida,4,0
14/03/2020,Miami-Dade,Florida,8,0
14/03/2020,Nassau,Florida,1,0
14/03/2020,Okaloosa,Florida,1,0
14/03/2020,Orange,Florida,1,0
14/03/2020,Osceola,Florida,1,0
14/03/2020,Palm Beach,Florida,5,0
14/03/2020,Pasco,Florida,1,0
14/03/2020,Pinellas,Florida,2,0
14/03/2020,Santa Rosa,Florida,1,1
14/03/2020,Sarasota,Florida,2,0
14/03/2020,Seminole,Florida,1,0
14/03/2020,St. Johns,Florida,1,0
14/03/2020,Volusia,Florida,4,0
14/03/2020,Bartow,Georgia,7,0
14/03/2020,Charlton,Georgia,1,0
14/03/2020,Cherokee,Georgia,4,0
14/03/2020,Cobb,Georgia,15,1
14/03/2020,Coweta,Georgia,2,0
14/03/2020,DeKalb,Georgia,8,0
14/03/2020,Fayette,Georgia,4,0
14/03/2020,Floyd,Georgia,3,0
14/03/2020,Fulton,Georgia,13,0
14/03/2020,Gordon,Georgia,2,0
14/03/2020,Gwinnett,Georgia,2,0
14/03/2020,Henry,Georgia,1,0
14/03/2020,Lee,Georgia,1,0
14/03/2020,Lowndes,Georgia,1,0
14/03/2020,Polk,Georgia,1,0
14/03/2020,Honolulu,Hawaii,2,0
14/03/2020,Kauai,Hawaii,2,0
14/03/2020,Ada,Idaho,2,0
14/03/2020,Blaine,Idaho,2,0
14/03/2020,Teton,Idaho,1,0
14/03/2020,Cook,Illinois,51,0
14/03/2020,Cumberland,Illinois,1,0
14/03/2020,DuPage,Illinois,1,0
14/03/2020,Kane,Illinois,3,0
14/03/2020,Lake,Illinois,3,0
14/03/2020,McHenry,Illinois,2,0
14/03/2020,Sangamon,Illinois,2,0
14/03/2020,St. Clair,Illinois,2,0
14/03/2020,Woodford,Illinois,1,0
14/03/2020,Adams,Indiana,1,0
14/03/2020,Boone,Indiana,1,0
14/03/2020,Hendricks,Indiana,2,0
14/03/2020,Howard,Indiana,1,0
14/03/2020,Johnson,Indiana,3,0
14/03/2020,LaPorte,Indiana,1,0
14/03/2020,Marion,Indiana,3,0
14/03/2020,Noble,Indiana,1,0
14/03/2020,St. Joseph,Indiana,1,0
14/03/2020,Wells,Indiana,1,0
14/03/2020,Carroll,Iowa,1,0
14/03/2020,Dallas,Iowa,1,0
14/03/2020,Harrison,Iowa,1,0
14/03/2020,Johnson,Iowa,14,0
14/03/2020,Pottawattamie,Iowa,1,0
14/03/2020,Butler,Kansas,1,0
14/03/2020,Franklin,Kansas,1,0
14/03/2020,Johnson,Kansas,5,0
14/03/2020,Wyandotte,Kansas,1,1
14/03/2020,Bourbon,Kentucky,1,0
14/03/2020,Fayette,Kentucky,5,0
14/03/2020,Harrison,Kentucky,6,0
14/03/2020,Jefferson,Kentucky,4,0
14/03/2020,Montgomery,Kentucky,1,0
14/03/2020,Nelson,Kentucky,1,0
14/03/2020,Bossier,Louisiana,1,0
14/03/2020,Caddo,Louisiana,2,0
14/03/2020,Jefferson,Louisiana,11,0
14/03/2020,Lafourche,Louisiana,1,0
14/03/2020,Orleans,Louisiana,53,1
14/03/2020,St. Charles,Louisiana,2,0
14/03/2020,St. John the Baptist,Louisiana,1,0
14/03/2020,St. Tammany,Louisiana,4,0
14/03/2020,Terrebonne,Louisiana,2,0
14/03/2020,Androscoggin,Maine,1,0
14/03/2020,Cumberland,Maine,2,0
14/03/2020,Anne Arundel,Maryland,1,0
14/03/2020,Baltimore,Maryland,3,0
14/03/2020,Carroll,Maryland,1,0
14/03/2020,Charles,Maryland,1,0
14/03/2020,Harford,Maryland,2,0
14/03/2020,Montgomery,Maryland,12,0
14/03/2020,Prince George's,Maryland,7,0
14/03/2020,Barnstable,Massachusetts,1,0
14/03/2020,Berkshire,Massachusetts,9,0
14/03/2020,Bristol,Massachusetts,1,0
14/03/2020,Essex,Massachusetts,5,0
14/03/2020,Middlesex,Massachusetts,65,0
14/03/2020,Norfolk,Massachusetts,28,0
14/03/2020,Suffolk,Massachusetts,27,0
14/03/2020,Worcester,Massachusetts,2,0
14/03/2020,Bay,Michigan,1,0
14/03/2020,Charlevoix,Michigan,1,0
14/03/2020,Ingham,Michigan,1,0
14/03/2020,Kent,Michigan,3,0
14/03/2020,Leelanau,Michigan,1,0
14/03/2020,Macomb,Michigan,2,0
14/03/2020,Monroe,Michigan,1,0
14/03/2020,Montcalm,Michigan,1,0
14/03/2020,Oakland,Michigan,9,0
14/03/2020,St. Clair,Michigan,1,0
14/03/2020,Washtenaw,Michigan,4,0
14/03/2020,Wayne,Michigan,8,0
14/03/2020,Anoka,Minnesota,2,0
14/03/2020,Carver,Minnesota,1,0
14/03/2020,Dakota,Minnesota,2,0
14/03/2020,Hennepin,Minnesota,6,0
14/03/2020,Olmsted,Minnesota,1,0
14/03/2020,Ramsey,Minnesota,4,0
14/03/2020,Renville,Minnesota,1,0
14/03/2020,Stearns,Minnesota,3,0
14/03/2020,Wright,Minnesota,1,0
14/03/2020,Copiah,Mississippi,1,0
14/03/2020,Forrest,Mississippi,3,0
14/03/2020,Leflore,Mississippi,1,0
14/03/2020,Pearl River,Mississippi,1,0
14/03/2020,Greene,Missouri,2,0
14/03/2020,Henry,Missouri,1,0
14/03/2020,St. Louis,Missouri,2,0
14/03/2020,Gallatin,Montana,1,0
14/03/2020,Lewis and Clark,Montana,1,0
14/03/2020,Missoula,Montana,2,0
14/03/2020,Silver Bow,Montana,1,0
14/03/2020,Yellowstone,Montana,1,0
14/03/2020,Cass,Nebraska,1,0
14/03/2020,Douglas,Nebraska,28,0
14/03/2020,Carson City,Nevada,1,0
14/03/2020,Clark,Nevada,16,0
14/03/2020,Washoe,Nevada,4,0
14/03/2020,Grafton,New Hampshire,3,0
14/03/2020,Rockingham,New Hampshire,4,0
14/03/2020,Bergen,New Jersey,31,1
14/03/2020,Burlington,New Jersey,3,0
14/03/2020,Camden,New Jersey,2,0
14/03/2020,Essex,New Jersey,7,0
14/03/2020,Hudson,New Jersey,5,0
14/03/2020,Mercer,New Jersey,1,0
14/03/2020,Middlesex,New Jersey,8,0
14/03/2020,Monmouth,New Jersey,8,1
14/03/2020,Morris,New Jersey,5,0
14/03/2020,Ocean,New Jersey,1,0
14/03/2020,Passaic,New Jersey,2,0
14/03/2020,Union,New Jersey,1,0
14/03/2020,Unknown,New Jersey,1,0
14/03/2020,Bernalillo,New Mexico,6,0
14/03/2020,Sandoval,New Mexico,2,0
14/03/2020,Santa Fe,New Mexico,3,0
14/03/2020,Socorro,New Mexico,2,0
14/03/2020,Albany,New York,5,0
14/03/2020,Broome,New York,1,0
14/03/2020,Delaware,New York,1,0
14/03/2020,Dutchess,New York,4,0
